Energy,DOS
15.61342,0.58177
15.63927,0.58638
15.66512,0.59109
15.69097,0.59588
15.71682,0.60075
15.74267,0.6057
15.76852,0.61073
15.79437,0.61583
15.82022,0.62101
15.84607,0.62624
15.87192,0.63154
15.89777,0.63689
15.92362,0.64229
15.94947,0.64774
15.97532,0.65323
16.00117,0.65876
16.02702,0.66432
16.05287,0.6699
16.07872,0.67551
16.10457,0.68112
16.13042,0.68675
16.15627,0.69238
16.18212,0.69801
16.20797,0.70364
16.23382,0.70925
16.25967,0.71484
16.28552,0.72041
16.31137,0.72595
16.33722,0.73145
16.36307,0.73692
16.38892,0.74234
16.41477,0.74772
16.44062,0.75304
16.46647,0.7583
16.49232,0.7635
16.51817,0.76864
16.54402,0.7737
16.56987,0.77869
16.59572,0.7836
16.62157,0.78842
16.64742,0.79317
16.67327,0.79782
16.69912,0.80238
16.72497,0.80685
16.75082,0.81123
16.77667,0.8155
16.80252,0.81967
16.82837,0.82374
16.85422,0.8277
16.88007,0.83156
16.90592,0.83531
16.93177,0.83895
16.95762,0.84249
16.98347,0.84591
17.00932,0.84921
17.03517,0.85241
17.06102,0.85549
17.08687,0.85847
17.11272,0.86132
17.13857,0.86407
17.16442,0.86671
17.19027,0.86923
17.21612,0.87164
17.24197,0.87394
17.26782,0.87613
17.29367,0.87822
17.31953,0.88019
17.34538,0.88206
17.37123,0.88383
17.39708,0.88549
17.42293,0.88706
17.44878,0.88852
17.47463,0.88989
17.50048,0.89116
17.52633,0.89234
17.55218,0.89343
17.57803,0.89444
17.60388,0.89536
17.62973,0.89619
17.65558,0.89695
17.68143,0.89763
17.70728,0.89823
17.73313,0.89877
17.75898,0.89924
17.78483,0.89964
17.81068,0.89998
17.83653,0.90027
17.86238,0.9005
17.88823,0.90068
17.91408,0.9008
17.93993,0.90089
17.96578,0.90092
17.99163,0.90092
18.01748,0.90089
18.04333,0.90081
18.06918,0.90071
18.09503,0.90058
18.12088,0.90041
18.14673,0.90023
18.17258,0.90002
18.19843,0.89979
18.22428,0.89954
18.25013,0.89928
18.27598,0.89899
18.30183,0.89869
18.32768,0.89838
18.35353,0.89805
18.37938,0.89771
18.40523,0.89736
18.43108,0.89699
18.45693,0.89661
18.48278,0.89621
18.50863,0.8958
18.53448,0.89537
18.56033,0.89493
18.58618,0.89447
18.61203,0.89399
18.63788,0.89349
18.66373,0.89296
18.68958,0.89241
18.71543,0.89184
18.74128,0.89124
18.76713,0.8906
18.79298,0.88994
18.81883,0.88924
18.84468,0.8885
18.87053,0.88773
18.89638,0.88692
18.92223,0.88606
18.94808,0.88516
18.97393,0.88421
18.99978,0.88322
19.02563,0.88217
19.05148,0.88108
19.07733,0.87993
19.10318,0.87873
19.12903,0.87748
19.15488,0.87618
19.18073,0.87482
19.20658,0.8734
19.23243,0.87194
19.25828,0.87042
19.28413,0.86885
19.30998,0.86723
19.33583,0.86555
19.36168,0.86384
19.38753,0.86207
19.41338,0.86026
19.43923,0.85842
19.46508,0.85653
19.49093,0.85461
19.51678,0.85266
19.54263,0.85068
19.56848,0.84868
19.59433,0.84666
19.62018,0.84463
19.64603,0.84258
19.67188,0.84053
