Energy (meV),Original DOS (normalized),Broadened DOS (normalized)
77.4,0.0,0.020610572684338836
77.5,0.22122238031211355,0.020594056834477164
77.6,0.0,0.02057214113201968
77.7,0.0,0.020544808443786845
77.8,0.0,0.020512046512133102
77.9,0.0,0.02047384801103452
78.0,0.0,0.02043021059451342
78.1,0.0,0.020381136937217274
78.2,0.0,0.020326634766987556
78.3,0.0,0.02026671688927202
78.4,0.0,0.020201401203253266
78.5,0.0,0.020130710709585952
78.6,0.79976134151094,0.020054673509654952
78.7,0.0,0.01997332279628755
78.8,0.0,0.019886696835873584
78.9,0.0,0.01979483894186846
79.0,0.0,0.019697797439675983
79.1,0.0,0.019595625622928978
79.2,0.0,0.019488381701207882
79.3,0.0,0.019376128739259292
79.4,0.0,0.019258934587797535
79.5,0.0,0.01913687180599517
79.6,0.0,0.019010017575788334
79.7,0.0,0.018878453608145284
79.8,0.8886022827567728,0.018742266041466477
79.9,0.0,0.018601545332305132
80.0,0.0,0.018456386138617633
80.1,0.0,0.018306887195771525
80.2,0.0,0.0181531511855588
80.3,0.0,0.01799528459847932
80.4,0.0,0.017833397589576708
80.5,0.0,0.017667603828126384
80.6,0.0,0.017498020341489565
80.7,0.0,0.017324767353463447
80.8,0.0,0.017147968117470373
80.9,0.0,0.016967748744941873
81.0,0.0,0.016784238029265756
81.1,0.0,0.016597567265673886
81.2,0.0,0.016407870067459047
81.3,0.0,0.01621528217891681
81.4,0.0,0.016019941285415333
81.5,0.0,0.015821986821003105
81.6,0.0,0.015621559773967661
81.7,0.0,0.015418802490763512
81.8,0.0,0.015213858478728633
81.9,0.0,0.015006872208010055
82.0,0.0,0.014797988913119687
82.1,0.0,0.014587354394538652
82.2,0.0,0.014375114820787233
82.3,0.0,0.014161416531372638
82.4,0.0,0.013946405841021895
82.5,0.0,0.01373022884560174
82.6,0.0,0.013513031230118745
82.7,0.0,0.01329495807918581
82.8,0.0,0.01307615369033091
82.9,0.0,0.01285676139051333
83.0,0.0,0.012636923356202198
83.1,0.0,0.012416780437358268
83.2,0.0,0.01219647198564807
83.3,0.0,0.011976135687204577
83.4,0.0,0.011755907400233662
83.5,0.0,0.011535920997751092
83.6,0.0,0.011316308215716974
83.7,0.0,0.011097198506819506
83.8,0.0,0.01087871890014144
83.9,0.0,0.010660993866924992
84.0,0.0,0.010444145192633796
84.1,0.0,0.010228291855490393
84.2,0.0,0.01001354991165064
84.3,0.0,0.009800032387156522
84.4,0.0,0.009587849176789655
84.5,0.0,0.009377106949929841
84.6,0.0,0.009167909063502162
84.7,0.0,0.008960355482078743
84.8,0.0,0.008754542705181322
84.9,0.0,0.008550563701811975
85.0,0.0,0.008348507852221968
85.1,0.0,0.008148460896908766
85.2,0.0,0.007950504892815105
85.3,0.0,0.007754718176685491
85.4,0.0,0.0075611753355185355
85.5,0.0,0.007369947184038092
85.6,0.0,0.007181100749088592
85.7,0.0,0.006994699260846275
85.8,0.0,0.006810802150722241
85.9,0.0,0.006629465055819278
86.0,0.0,0.006450739829791957
86.1,0.0,0.006274674559945414
86.2,0.0,0.0061013135903978406
86.3,0.0,0.005930697551119629
86.4,0.0,0.005762863392651854
86.5,0.0,0.005597844426298147
86.6,0.0,0.005435670369573934
86.7,0.0,0.005276367396690526
86.8,0.0,0.00511995819384366
86.9,0.0,0.00496646201906992
87.0,0.0,0.004815894766429895
87.1,0.0,0.004668269034271164
87.2,0.0,0.004523594197321754
87.3,0.0,0.004381876482361008
87.4,0.0,0.00424311904721274
87.5,0.0,0.004107322062805029
87.6,0.0,0.0039744827980392776
87.7,0.0,0.0038445957072125447
87.8,0.0,0.0037176525197373713
87.9,0.0,0.003593642331905044
88.0,0.0,0.0034725517004411655
88.1,0.0,0.0033543647376044015
88.2,0.0,0.0032390632075838866
88.3,0.0,0.0031266266239543196
88.4,0.0,0.003017032347952553
88.5,0.0,0.002910255687345376
88.6,0.0,0.00280626999566302
88.7,0.0,0.0027050467715800837
88.8,0.0,0.0026065557582316454
88.9,0.0,0.002510765042259418
89.0,0.0,0.0024176411523907093
89.1,0.0,0.0023271491573598657
89.2,0.0,0.002239252762990699
89.3,0.0,0.002153914408266088
89.4,0.0,0.0020710953602195107
89.5,0.0,0.0019907558074922687
89.6,0.0,0.00191285495240829
89.7,0.0,0.0018373511014279826
89.8,0.0,0.0017642017538511043
89.9,0.0,0.0016933636886476866
90.0,0.0,0.0016247930493054332
90.1,0.0,0.0015584454265904378
90.2,0.0,0.001494275939127619
90.3,0.0,0.001432239311715789
90.4,0.0,0.0013722899513011065
90.5,0.0,0.0013143820205416385
90.6,0.0,0.0012584695089038072
90.7,0.0,0.0012045063012403544
90.8,0.0,0.0011524462438073013
90.9,0.0,0.0011022432076854113
91.0,0.0,0.0010538511495796381
91.1,0.0,0.001007224169977175
91.2,0.0,0.0009623165686523462
91.3,0.0,0.0009190828975133604
91.4,0.0,0.0008774780107926358
91.5,0.0,0.0008374571125890806
91.6,0.0,0.0007989758017764826
91.7,0.0,0.0007619901142983385
91.8,0.0,0.0007264565628747588
91.9,0.0,0.0006923321741522938
92.0,0.0,0.0006595745233326216
92.1,0.0,0.0006281417663203013
92.2,0.0,0.0005979926694343633
92.3,0.0,0.0005690866367322324
92.4,0.0,0.0005413837349981641
92.5,0.0,0.0005148447164517809
92.6,0.0,0.0004894310392351187
92.7,0.0,0.00046510488573947426
92.8,0.0,0.0004418291788356411
92.9,0.0,0.0004195675960732083
93.0,0.0,0.00039828458191656474
93.1,0.0,0.0003779453580865918
93.2,0.0,0.0003585159320785044
93.3,0.0,0.0003399631039271941
93.4,0.0,0.00032225447129220747
93.5,0.0,0.0003053584329351166
93.6,0.0,0.00028924419066218577
93.7,0.0,0.00027388174980546605
93.8,0.0,0.00025924191831522113
93.9,0.0,0.00024529630453627515
94.0,0.0,0.00023201731374041998
94.1,0.0,0.00021937814348622832
94.2,0.0,0.00020735277787686335
94.3,0.0,0.00019591598078540651
94.4,0.0,0.00018504328811607573
94.5,0.0,0.00017471099916848781
94.6,0.0,0.00016489616717062444
94.7,0.0,0.00015557658904474778
94.8,0.0,0.0001467307944688423
94.9,0.0,0.00013833803429447384
95.0,0.0,0.00013037826838023219
95.1,0.0,0.0001228321528980047
95.2,0.0,0.000115681027167513
95.3,0.0,0.00010890690007254013
95.4,0.0,0.00010249243611030555
95.5,0.0,9.64209411234508e-05
95.6,0.0,9.067634776201269e-05
95.7,0.0,8.524320072074711e-05
95.8,0.0,8.010664179507682e-05
95.9,0.0,7.525239479686468e-05
96.0,0.0,7.066675036918628e-05
96.1,0.0,6.633655073717845e-05
96.2,0.0,6.224917443005337e-05
96.3,0.0,5.839252100732918e-05
96.4,0.0,5.475499582035052e-05
96.5,0.0,5.1325494838242153e-05
96.6,0.0,4.8093389565493025e-05
96.7,0.0,4.504851207652879e-05
96.8,0.0,4.218114019077809e-05
96.9,0.0,3.948198280996194e-05
97.0,0.0,3.694216543761309e-05
97.1,0.0,3.4553215899131844e-05
97.2,0.0,3.230705027907686e-05
97.3,0.0,3.0195959090807195e-05
97.4,0.0,2.8212593692075943e-05
97.5,0.0,2.634995295873291e-05
97.6,0.0,2.4601370227277994e-05
97.7,0.0,2.296050051568816e-05
97.8,0.0,2.142130803065131e-05
97.9,0.0,1.997805396812571e-05
98.0,0.0,1.8625284612994568e-05
98.1,0.0,1.735781974247438e-05
98.2,0.0,1.6170741336912203e-05
98.3,0.0,1.505938260061758e-05
98.4,0.0,1.4019317294456336e-05
98.5,0.0,1.3046349381072686e-05
98.6,0.0,1.2136502982789678e-05
98.7,0.0,1.1286012651490958e-05
98.8,0.0,1.0491313949080878e-05
98.9,0.0,9.7490343364704e-06
99.0,0.0,9.055984368441118e-06
99.1,0.0,8.409149191182346e-06
99.2,0.0,7.805680338798782e-06
99.3,0.0,7.242887824623586e-06
99.4,0.0,6.718232522757177e-06
99.5,0.0,6.2293188348819495e-06
99.6,0.0,5.7738876370648826e-06
99.7,0.0,5.3498095009700545e-06
99.8,0.0,4.9550781836410705e-06
99.9,0.0,4.587804379790342e-06
100.0,0.0,4.246209730342514e-06
100.1,0.0,3.928621080816424e-06
100.2,0.0,3.6334649830020136e-06
100.3,0.0,3.3592624332835563e-06
100.4,0.0,3.104623840883252e-06
100.5,0.0,2.86824421924762e-06
100.6,0.0,2.6488985937661036e-06
100.7,0.0,2.4454376190039803e-06
100.8,0.0,2.2567833986400654e-06
100.9,0.0,2.08192550132773e-06
101.0,0.0,1.919917165742942e-06
101.1,0.0,1.7698716881411002e-06
101.2,0.0,1.6309589858191805e-06
101.3,0.0,1.5024023299645027e-06
101.4,0.0,1.3834752414687504e-06
101.5,0.0,1.2734985433937033e-06
101.6,0.0,1.171837563890337e-06
101.7,0.0,1.0778994834982555e-06
101.8,0.0,9.911308208827514e-07
101.9,0.0,9.110150512042121e-07
102.0,0.0,8.370703514570531e-07
102.1,0.0,7.688474672613693e-07
102.2,0.0,7.059276957409358e-07
102.3,0.0,6.47920979273603e-07
102.4,0.0,5.944641050547437e-07
102.5,0.0,5.452190055709596e-07
102.6,0.0,4.998711552375763e-07
102.7,0.0,4.581280586110922e-07
102.8,0.0,4.197178257443629e-07
102.9,0.0,3.8438783040845457e-07
103.0,0.0,3.5190344706037686e-07
103.1,0.0,3.2204686258900395e-07
103.2,0.0,2.946159590234678e-07
103.3,0.0,2.694232635374617e-07
103.4,0.0,2.46294962229943e-07
103.5,0.0,2.2506997430700384e-07
103.6,0.0,2.0559908343082382e-07
103.7,0.0,1.8774412313996601e-07
103.8,0.0,1.7137721338005767e-07
103.9,0.0,1.5638004531538404e-07
104.0,0.0,1.4264321171994612e-07
104.1,0.0,1.3006558037072012e-07
104.2,0.0,1.1855370798661319e-07
104.3,0.0,1.080212923733981e-07
104.4,0.0,9.838866054801583e-08
104.5,0.0,8.95822907249895e-08
104.6,0.0,8.153436615308482e-08
104.7,0.0,7.418235889214397e-08
104.8,0.0,6.746864171787247e-08
104.9,0.0,6.134012643655628e-08
105.0,0.0,5.574792698219104e-08
105.1,0.0,5.064704575529272e-08
105.2,0.0,4.599608174594818e-08
105.3,0.0,4.1756959063358155e-08
105.4,0.0,3.789467457040005e-08
105.5,0.0,3.437706339466552e-08
105.6,0.0,3.1174581157001185e-08
105.7,0.0,2.8260101825025822e-08
105.8,0.0,2.5608730162368647e-08
105.9,0.0,2.319762780464946e-08
106.0,0.0,2.1005852050577084e-08
106.1,0.0,1.9014206511027064e-08
106.2,0.0,1.7205102810752594e-08
106.3,0.0,1.5562432586492243e-08
106.4,0.0,1.407144907182595e-08
106.5,0.0,1.2718657603265254e-08
106.6,0.0,1.1491714423829379e-08
106.7,0.0,1.037933319988569e-08
106.8,0.0,9.371198704375166e-09
106.9,0.0,8.45788715481669e-09
107.0,0.0,7.630792727777478e-09
107.1,0.0,6.882059802879638e-09
107.2,0.0,6.204520519001058e-09
107.3,0.0,5.5916372531765744e-09
107.4,0.0,5.03744965891515e-09
107.5,0.0,4.536525925294799e-09
107.6,0.0,4.083917941347126e-09
107.7,0.0,3.675120071990087e-09
107.8,0.0,3.306031272164556e-09
107.9,0.0,2.972920284959828e-09
108.0,0.0,2.6723936874391318e-09
108.1,0.0,2.401366564658269e-09
108.2,0.0,2.1570356080794147e-09
108.3,0.0,1.9368544492692854e-09
108.4,0.0,1.7385110534979668e-09
108.5,0.0,1.5599070106768835e-09
108.6,0.0,1.3991385730385961e-09
108.7,0.0,1.2544793001246615e-09
108.8,0.0,1.1243641820515085e-09
108.9,0.0,1.0073751217173403e-09
109.0,0.0,9.022276656382386e-10
109.1,0.0,8.077588814971324e-10
109.2,0.0,7.229162882982116e-10
109.3,0.0,6.467477522745897e-10
109.4,0.0,5.783922684361627e-10
109.5,0.0,5.170715538998708e-10
109.6,0.0,4.6208238494653823e-10
109.7,0.0,4.1278961512829253e-10
109.8,0.0,3.6861981673462087e-10
109.9,0.0,3.2905549254051136e-10
110.0,0.0,2.9362980903191685e-10
110.1,0.0,2.6192180625417775e-10
110.2,0.0,2.3355204308167835e-10
110.3,0.0,2.0817864008082737e-10
110.4,0.0,1.854936852541549e-10
110.5,0.0,1.652199708284882e-10
110.6,0.0,1.4710803190178853e-10
110.7,0.0,1.309334602078167e-10
110.8,0.0,1.164944685096527e-10
110.9,0.0,1.0360968320672803e-10
111.0,0.0,9.211614464832903e-11
111.1,0.0,8.186749640160987e-11
111.2,0.0,7.273234633567783e-11
111.3,0.0,6.459278386565214e-11
111.4,0.0,5.7343039061829944e-11
111.5,0.0,5.088827057843666e-11
111.6,0.0,4.514347050233834e-11
111.7,0.0,4.003247527277008e-11
111.8,0.0,3.5487072785774505e-11
111.9,0.0,3.144619667870926e-11
112.0,0.0,2.7855199597202083e-11
112.1,0.0,2.46651979851989e-11
112.2,0.0,2.1832481613865297e-11
112.3,0.0,1.93179816820465e-11
112.4,0.0,1.7086791884541127e-11
112.5,0.0,1.5107737358954183e-11
112.6,0.0,1.3352986891348526e-11
112.7,0.0,1.1797704189092929e-11
112.8,0.0,1.0419734419593162e-11
112.9,0.0,9.199322569178087e-12
113.0,0.0,8.118860500232877e-12
113.1,0.0,7.162659879372395e-12
113.2,0.0,6.316748417565036e-12
113.3,0.0,5.568687106877618e-12
113.4,0.0,4.907406360048971e-12
113.5,0.0,4.323059160327593e-12
113.6,0.0,3.806889511691477e-12
113.7,0.0,3.3511146453469504e-12
113.8,0.0,2.9488195887532664e-12
113.9,0.0,2.5938628397176757e-12
114.0,0.0,2.2807920116040442e-12
114.1,0.0,2.0047684275359835e-12
114.2,0.0,1.761499742715268e-12
114.3,0.0,1.5471797655677079e-12
114.4,0.0,1.3584347312555615e-12
114.5,0.0,1.1922753559611984e-12
114.6,0.0,1.0460540679775756e-12
114.7,0.0,9.174268727144467e-13
114.8,0.0,8.043193638472422e-13
114.9,0.0,7.048964425595086e-13
115.0,0.0,6.175353516641933e-13
115.1,0.0,5.40801671794608e-13
115.2,0.0,4.734279632546916e-13
115.3,0.0,4.1429476988972525e-13
115.4,0.0,3.624137308315157e-13
115.5,0.0,3.1691257250167224e-13
115.6,0.0,2.7702177710828454e-13
115.7,0.0,2.420627453068078e-13
115.8,0.0,2.1143728994926085e-13
115.9,0.0,1.8461831513212363e-13
116.0,0.0,1.6114155026584647e-13
116.1,0.0,1.4059822280268196e-13
116.2,0.0,1.226285657343964e-13
116.3,0.0,1.0691606715000376e-13
116.4,0.0,9.318237915656948e-14
116.5,0.0,8.118281243057101e-14
116.6,0.0,7.070235068912155e-14
116.7,0.0,6.15521265457128e-14
116.8,0.0,5.3566306629969137e-14
116.9,0.0,4.6599339583436197e-14
117.0,0.0,4.05235256637963e-14
117.1,0.0,3.5226871261223703e-14
117.2,0.0,3.0611195710104694e-14
117.3,0.0,2.6590461418052112e-14
117.4,0.0,2.3089301578314235e-14
117.5,0.0,2.004172262275054e-14
117.6,0.0,1.73899611476905e-14
117.7,0.0,1.5083477337804486e-14
117.8,0.0,1.3078068953500452e-14
117.9,0.0,1.1335091762361642e-14
118.0,0.0,9.820773908884196e-15
118.1,0.0,8.505613150915397e-15
118.2,0.0,7.363847165175632e-15
118.3,0.0,6.372988255408606e-15
118.4,0.0,5.513414800618495e-15
118.5,0.0,4.768012671435719e-15
118.6,0.0,4.1218606323196914e-15
118.7,0.0,3.561954447206419e-15
118.8,0.0,3.076965026237934e-15
118.9,0.0,2.657026500256071e-15
119.0,0.0,2.293550595707017e-15
119.1,0.0,1.979064112533498e-15
119.2,0.0,1.7070666878324794e-15
119.3,0.0,1.4719063641152428e-15
119.4,0.0,1.268670777925482e-15
119.5,0.0,1.0930920467883506e-15
119.6,0.0,9.414636639284731e-16
119.7,0.0,8.105679144291266e-16
119.8,0.0,6.97612506625896e-16
119.9,0.0,6.001752713161466e-16
120.0,0.0,5.161559212842714e-16
120.1,0.0,4.4373398687776835e-16
120.2,0.0,3.8133215186510905e-16
120.3,0.0,3.2758430928080124e-16
120.4,0.0,2.8130774094329713e-16
120.5,0.0,2.414788981686179e-16
120.6,0.0,2.072123260920159e-16
120.7,0.0,1.777423310125294e-16
120.8,0.0,1.524070402259994e-16
120.9,0.0,1.3063454774046525e-16
121.0,0.0,1.1193087780549621e-16
121.1,0.0,9.586953198041137e-17
121.2,0.0,8.208241508712005e-17
121.3,0.0,7.025196134473488e-17
121.4,0.0,6.010430471014547e-17
121.5,0.0,5.140335734327134e-17
121.6,0.0,4.394567752295376e-17
121.7,0.0,3.7556023564021636e-17
121.8,0.0,3.2083503595607095e-17
121.9,0.0,2.7398242691244154e-17
122.0,0.0,2.3388499000075448e-17
122.1,0.0,1.9958169397852618e-17
122.2,0.0,1.702463291683338e-17
122.3,0.0,1.4516886965755578e-17
122.4,0.0,1.2373937238548149e-17
122.5,0.0,1.0543407341793079e-17
122.6,0.0,8.980338641315785e-18
122.7,0.0,7.646154721167143e-18
122.8,0.0,6.507768236776033e-18
122.9,0.0,5.536810892265665e-18
123.0,0.0,4.7089698359735534e-18
123.1,0.0,4.0034159971599094e-18
123.2,0.0,3.4023118237242147e-18
123.3,0.0,2.8903875630080816e-18
123.4,0.0,2.45457668829352e-18
123.5,0.0,2.083702341086596e-18
123.6,0.0,1.7682077587432424e-18
123.7,0.0,1.4999246103248269e-18
123.8,0.0,1.2718739898202441e-18
123.9,0.0,1.0780955316833402e-18
124.0,0.0,9.135007335008097e-19
124.1,0.0,7.737471071570097e-19
124.2,0.0,6.551302441004876e-19
124.3,0.0,5.544912818146456e-19
124.4,0.0,4.691376056843877e-19
124.5,0.0,3.967749203772344e-19
124.6,0.0,3.3544908391726084e-19
124.7,0.0,2.8349632129987975e-19
124.8,0.0,2.395006275239205e-19
124.9,0.0,2.022573364340341e-19
125.0,0.0,1.7074197535059714e-19
125.1,0.0,1.4408364922119211e-19
125.2,0.0,1.2154230465114938e-19
125.3,0.0,1.0248931599268706e-19
125.4,0.0,8.639091471469567e-20
125.5,0.0,7.279405128777588e-20
125.6,0.0,6.131433731606346e-20
125.7,0.0,5.1625765939103795e-20
125.8,0.0,4.3451951745732657e-20
125.9,0.0,3.6558668567025e-20
126.0,0.0,3.0747495392504407e-20
126.1,0.0,2.585040801308324e-20
126.2,0.0,2.1725177466361854e-20
126.3,0.0,1.8251456488420443e-20
126.4,0.0,1.53274524303637e-20
126.5,0.0,1.2867099881750505e-20
126.6,0.0,1.0797658905032848e-20
126.7,0.0,9.057675625233915e-21
126.8,0.0,7.595251195547058e-21
126.9,0.0,6.366573094563601e-21
127.0,0.0,5.334669495581222e-21
127.1,0.0,4.4683532471858326e-21
127.2,0.0,3.741326958302828e-21
127.3,0.0,3.131424911418808e-21
127.4,0.0,2.6199711388623346e-21
127.5,0.0,2.191236078265662e-21
127.6,0.0,1.8319768512773464e-21
127.7,0.0,1.5310484500172217e-21
127.8,0.0,1.279075024996185e-21
127.9,0.0,1.0681720945529947e-21
128.0,0.0,8.91711880622678e-22
128.1,0.0,7.441251542389308e-22
128.2,0.0,6.207339768662603e-22
128.3,0.0,5.176105763474916e-22
128.4,0.0,4.314583210827291e-22
128.5,0.0,3.595113719379594e-22
128.6,0.0,2.994501144777686e-22
128.7,0.0,2.493299182169222e-22
128.8,0.0,2.0752114646641671e-22
128.9,0.0,1.7265866005025217e-22
129.0,0.0,1.4359932925325083e-22
129.1,0.0,1.1938629812578634e-22
129.2,0.0,9.921893993425764e-23
129.3,0.0,8.242760740204998e-23
129.4,0.0,6.845242094019814e-23
129.5,0.0,5.68254561542875e-23
129.6,0.0,4.7155791795551426e-23
129.7,0.0,3.911696377091682e-23
129.8,0.0,3.24364421950721e-23
129.9,0.0,2.688680875770367e-23
130.0,0.0,2.2278362589534255e-23
130.1,0.0,1.8452925783257258e-23
130.2,0.0,1.5278655982455976e-23
130.3,0.0,1.26457040301204e-23
130.4,0.0,1.0462580447021111e-23
130.5,0.0,8.6531162334848e-24
130.6,0.0,7.153921786472836e-24
130.7,0.0,5.9122631308746314e-24
130.8,0.0,4.884287631171334e-24
130.9,0.0,4.0335422589195264e-24
131.0,0.0,3.32973666568313e-24
131.1,0.0,2.7477110229198682e-24
131.2,0.0,2.2665750702873135e-24
131.3,0.0,1.8689902564612946e-24
131.4,0.0,1.5405714260107853e-24
131.5,0.0,1.26938834067178e-24
131.6,0.0,1.0455505403003817e-24
131.7,0.0,8.608617462969481e-25
131.8,0.0,7.085322713296175e-25
131.9,0.0,5.829397935882383e-25
132.0,0.0,4.794304403705731e-25
132.1,0.0,3.9415345402021224e-25
132.2,0.0,3.239238247107223e-25
132.3,0.0,2.6610820429418383e-25
132.4,0.0,2.1853019280513707e-25
132.5,0.0,1.7939173893218176e-25
132.6,0.0,1.4720793857986314e-25
132.7,0.0,1.2075296894783084e-25
132.8,0.0,9.901527395859768e-26
132.9,0.0,8.11604326152497e-26
133.0,0.0,6.650040523280993e-26
133.1,0.0,5.446807206431439e-26
133.2,0.0,4.459616183890715e-26
133.3,0.0,3.6499820177334713e-26
133.4,0.0,2.9862194797324534e-26
133.5,0.0,2.442252009024779e-26
133.6,0.0,1.9966271571974993e-26
133.7,0.0,1.6317033835638174e-26
133.8,0.0,1.3329786427788083e-26
133.9,0.0,1.0885362590836248e-26
134.0,0.0,8.885877782370378e-27
134.1,0.0,7.250959730024412e-27
134.2,0.0,5.9146407050053056e-27
134.3,0.0,4.822796695398688e-27
134.4,0.0,3.931038062909666e-27
134.5,0.0,3.202972765985292e-27
134.6,0.0,2.608776904709701e-27
134.7,0.0,2.1240186681609154e-27
134.8,0.0,1.7286911422212906e-27
134.9,0.0,1.4064171970403244e-27
135.0,0.0,1.1437960943749481e-27
135.1,0.0,9.298667651484309e-28
135.2,0.0,7.55667097184271e-28
135.3,0.0,6.138722002928479e-28
135.4,0.0,4.984976119090113e-28
135.5,0.0,4.046558801373637e-28
135.6,0.0,3.283570026095599e-28
135.7,0.0,2.6634488379025177e-28
135.8,0.0,2.1596336226653935e-28
135.9,0.0,1.75046504440725e-28
136.0,0.0,1.4182880440732265e-28
136.1,0.0,1.148717067915948e-28
136.2,0.0,9.300350903721167e-29
136.3,0.0,7.527022610027902e-29
136.4,0.0,6.089543360590036e-29
136.5,0.0,4.92474616674389e-29
136.6,0.0,3.981260431337905e-29
136.7,0.0,3.217325000074365e-29
136.8,0.0,2.59900362497306e-29
136.9,0.0,2.098729362523814e-29
137.0,0.0,1.6941177394272136e-29
137.1,0.0,1.3669994376586194e-29
137.2,0.0,1.1026322039867612e-29
137.3,0.0,8.890590278832779e-30
137.4,0.0,7.165856447004011e-30
137.5,0.0,5.773553456299278e-30
137.6,0.0,4.6500310764058875e-30
137.7,0.0,3.743743559028687e-30
137.8,0.0,3.01296370107763e-30
137.9,0.0,2.4239255294144233e-30
138.0,0.0,1.9493158277169267e-30
138.1,0.0,1.567049463585878e-30
138.2,0.0,1.2592755102042547e-30
138.3,0.0,1.0115709829056187e-30
138.4,0.0,8.122870295077585e-31
138.5,0.0,6.520189541057829e-31
138.6,0.0,5.231767873613847e-31
138.7,0.0,4.19637463332806e-31
138.8,0.0,3.3646320455894104e-31
138.9,0.0,2.6967360147743403e-31
139.0,0.0,2.160612203696689e-31
139.1,0.0,1.730424848176544e-31
139.2,0.0,1.385371299520328e-31
139.3,0.0,1.1087079257399237e-31
139.4,0.0,8.869632742499202e-32
139.5,0.0,7.093027442187708e-32
139.6,0.0,5.670157943064589e-32
139.7,0.0,4.5310221354782115e-32
139.8,0.0,3.619384479088617e-32
139.9,0.0,2.8900859664728636e-32
140.0,0.0,2.3068762910145455e-32
140.1,0.0,1.8406675256931704e-32
140.2,0.0,1.4681279019198018e-32
140.3,0.0,1.170549893619446e-32
140.4,0.0,9.329394534308511e-33
140.5,0.0,7.432834776202588e-33
140.6,0.0,5.9196085096844946e-33
140.7,0.0,4.7126911344948386e-33
140.8,0.0,3.750441980835711e-33
140.9,0.0,2.9835505819529266e-33
141.0,0.0,2.3725853055511464e-33
141.1,0.0,1.8860262913048847e-33
141.2,0.0,1.4986876255725213e-33
141.3,0.0,1.1904522237932715e-33
141.4,0.0,9.452578394007808e-34
141.5,0.0,7.5028466619401295e-34
141.6,0.0,5.953047077953641e-34
141.7,0.0,4.721609050003911e-34
141.8,0.0,3.7435030479751544e-34
141.9,0.0,2.9669061877581536e-34
142.0,0.0,2.350535919552759e-34
142.1,0.0,1.8615187825252917e-34
142.2,0.0,1.4736875117337865e-34
142.3,0.0,1.1662209322064702e-34
142.4,0.0,9.225580597202494e-35
142.5,0.0,7.295314627169047e-35
142.6,0.0,5.766758812209728e-35
142.7,0.0,4.556768751523052e-35
142.8,0.0,3.599313116197277e-35
142.9,0.0,2.8419714109269335e-35
143.0,0.0,2.2431443126047345e-35
143.1,0.0,1.769832464198626e-35
143.2,0.0,1.3958685742762092e-35
143.3,0.0,1.1005108566796913e-35
143.4,0.0,8.673243900453076e-36
143.5,0.0,6.832918054297941e-36
143.6,0.0,5.3810656239080685e-36
143.7,0.0,4.236115431589275e-36
143.8,0.0,3.333532570865656e-36
143.9,0.0,2.622279849058695e-36
144.0,0.0,2.062010101606737e-36
144.1,0.0,1.6208392830966387e-36
144.2,0.0,1.2735808840223512e-36
144.3,0.0,1.000346647314536e-36
144.4,0.0,7.854380190744838e-37
144.5,0.0,6.164682666625897e-37
144.6,0.0,4.836675359552282e-37
144.7,0.0,3.793329385960094e-37
144.8,0.0,2.973935708752842e-37
144.9,0.0,2.330665767293974e-37
145.0,0.0,1.8258530403544532e-37
145.1,0.0,1.429845257343916e-37
145.2,0.0,1.1193081252094627e-37
145.3,0.0,8.758861701245898e-38
145.4,0.0,6.851459199297399e-38
145.5,0.0,5.357422227733835e-38
145.6,0.0,4.187608434086227e-38
145.7,0.0,3.2720026462981345e-38
145.8,0.0,2.555633751440394e-38
145.9,0.0,1.9953586634981048e-38
146.0,0.0,1.5573302251403018e-38
146.1,0.0,1.2150043661498155e-38
146.2,0.0,9.47572280248512e-39
146.3,0.0,7.387274523385118e-39
146.4,0.0,5.7569639469694516e-39
146.5,0.0,4.4847698436544584e-39
146.6,0.0,3.492401680847582e-39
146.7,0.0,2.7186017597786666e-39
146.8,0.0,2.1154578390375418e-39
146.9,0.0,1.645510012337744e-39
147.0,0.0,1.2794816364381029e-39
147.1,0.0,9.945003882027103e-40
147.2,0.0,7.727041194923563e-40
147.3,0.0,6.0014869736015826e-40
147.4,0.0,4.659527470031383e-40
147.5,0.0,3.616281689770548e-40
147.6,0.0,2.805562801368948e-40
147.7,0.0,2.1757806094776523e-40
147.8,0.0,1.6867377836838046e-40
147.9,0.0,1.3071258632567364e-40
148.0,0.0,1.0125689462838223e-40
148.1,0.0,7.840958612030805e-41
148.2,0.0,6.069474324989801e-41
148.3,0.0,4.696457046145726e-41
148.4,0.0,3.632678708794224e-41
148.5,0.0,2.80880105306762e-41
148.6,0.0,2.170962521013655e-41
148.7,0.0,1.677339705489461e-41
148.8,0.0,1.2954691737534053e-41
148.9,0.0,1.0001623268068273e-41
149.0,0.0,7.718826030230686e-42
149.1,0.0,5.954829961135478e-42
149.2,0.0,4.5922426444214354e-42
149.3,0.0,3.540117191059481e-42
149.4,0.0,2.7280215670171913e-42
149.5,0.0,2.101431836519062e-42
149.6,0.0,1.6181551598580316e-42
149.7,0.0,1.2455534337532749e-42
149.8,0.0,9.583891963960327e-43
149.9,0.0,7.371549731931188e-43
150.0,0.0,5.667780644939214e-43
150.1,0.0,4.356167900302903e-43
150.2,0.0,3.346829043441336e-43
150.3,0.0,2.5703945332244767e-43
150.4,0.0,1.9733466786465553e-43
150.5,0.0,1.5144129993888538e-43
150.6,0.0,1.1617765537078755e-43
150.7,0.0,8.909190071062078e-44
150.8,0.0,6.829535685648702e-44
150.9,0.0,5.233370350490768e-44
